2022-07-27 10:47:27,912 DEBUG   MainThread:101136 [config_util.py:dict_from_config_file():102] no default config file found in config-defaults.yaml
2022-07-27 10:47:28,364 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: check_version
2022-07-27 10:47:28,365 INFO    SenderThread:101136 [dir_watcher.py:__init__():169] watching files in: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files
2022-07-27 10:47:28,365 INFO    SenderThread:101136 [sender.py:_start_run_threads():812] run started: bjvg6h7j with start time 1658863132
2022-07-27 10:47:28,365 DEBUG   SenderThread:101136 [sender.py:send():235] send: summary
2022-07-27 10:47:28,365 INFO    SenderThread:101136 [sender.py:_save_file():947] saving file wandb-summary.json with policy end
2022-07-27 10:47:28,366 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: check_version
2022-07-27 10:47:29,366 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/wandb-summary.json
2022-07-27 10:47:33,364 INFO    MainThread:101136 [wandb_run.py:_on_init():1926] got version response None
2022-07-27 10:47:33,364 INFO    MainThread:101136 [wandb_init.py:init():660] starting run threads in backend
2022-07-27 10:47:33,366 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: run_start
2022-07-27 10:47:33,598 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:47:33,598 INFO    MainThread:101136 [wandb_run.py:_console_start():1896] atexit reg
2022-07-27 10:47:33,598 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:47:33,601 INFO    MainThread:101136 [wandb_run.py:_redirect():1769] redirect: SettingsConsole.WRAP
2022-07-27 10:47:33,601 INFO    MainThread:101136 [wandb_run.py:_redirect():1806] Wrapping output streams.
2022-07-27 10:47:33,601 INFO    MainThread:101136 [wandb_run.py:_redirect():1830] Redirects installed.
2022-07-27 10:47:33,602 INFO    MainThread:101136 [wandb_init.py:init():685] run started, returning control to user process
2022-07-27 10:47:34,113 DEBUG   SenderThread:101136 [sender.py:send():235] send: telemetry
2022-07-27 10:47:34,368 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:47:36,369 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:47:42,371 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:47:49,114 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:47:49,114 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:47:50,373 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:47:52,379 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:47:59,382 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/config.yaml
2022-07-27 10:48:00,382 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:48:03,162 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:48:04,234 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:48:04,234 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:48:19,368 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:48:19,368 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:48:28,394 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:48:34,491 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:48:34,491 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:48:34,785 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:48:42,399 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:48:49,616 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:48:49,616 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:48:56,404 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:49:04,741 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:49:04,741 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:49:06,328 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:49:10,409 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:49:19,861 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:49:19,862 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:49:24,413 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:49:35,007 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:49:35,007 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:49:37,868 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:49:38,418 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:49:50,321 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:49:50,322 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:49:50,423 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:49:52,424 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:50:04,428 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:50:05,441 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:50:05,441 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:50:09,372 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:50:18,432 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:50:20,567 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:50:20,567 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:50:32,437 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:50:35,690 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:50:35,690 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:50:41,035 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:50:46,442 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:50:55,690 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:50:55,691 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:51:00,446 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:51:10,816 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:51:10,816 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:51:12,363 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:51:14,451 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:51:25,943 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:51:25,943 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:51:28,456 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:51:41,072 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:51:41,073 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:51:42,460 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:51:43,836 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:51:56,198 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:51:56,198 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:51:56,465 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:52:08,469 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:52:11,332 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:52:11,332 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:52:15,248 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:52:22,473 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:52:26,463 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:52:26,463 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:52:36,478 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:52:41,590 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:52:41,591 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:52:46,642 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:52:50,483 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:52:56,712 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:52:56,712 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:53:04,488 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:53:11,834 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:53:11,834 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:53:18,115 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:53:18,492 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:53:26,963 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:53:26,963 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:53:32,500 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:53:42,095 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:53:42,095 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:53:46,505 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:53:49,583 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:53:57,237 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:53:57,237 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:54:00,512 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:54:12,359 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:54:12,360 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:54:12,516 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:54:14,517 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:54:21,085 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:54:26,520 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:54:27,496 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:54:27,496 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:54:40,525 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:54:42,618 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:54:42,618 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:54:52,484 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:54:54,530 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:54:57,737 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:54:57,738 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:55:08,534 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:55:12,873 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:55:12,873 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:55:22,539 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:55:23,921 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:55:28,000 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:55:28,000 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:55:36,543 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:55:43,129 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:55:43,129 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:55:48,573 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:55:55,349 DEBUG   SenderThread:101136 [sender.py:send():235] send: stats
2022-07-27 10:55:56,576 INFO    Thread-10 :101136 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220727_104727-bjvg6h7j/files/output.log
2022-07-27 10:55:58,248 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: stop_status
2022-07-27 10:55:58,249 DEBUG   SenderThread:101136 [sender.py:send_request():249] send_request: stop_status
2022-07-27 10:56:07,306 DEBUG   SenderThread:101136 [sender.py:send():235] send: files
2022-07-27 10:56:07,306 DEBUG   HandlerThread:101136 [handler.py:handle_request():141] handle_request: partial_history
2022-07-27 10:56:07,306 INFO    SenderThread:101136 [sender.py:_save_file():947] saving file media/images/viz_81_c0f303e52f1fb32415d5.png with policy now
2022-07-27 10:56:07,307 WARNING HandlerThread:101136 [handler.py:handle_request_partial_history():511] Step 27 < 81. Dropping entry: {'GAN': 5.019401550292969, 'GAN_Feat': 0.2806301414966583, 'L1': 0.07748980075120926, 'D_Fake': 0.00025147979613393545, 'D_real': 0.15635745227336884, 'acc': nan, 'viz': {'_type': 'image-file', 'path': 'media/images/viz_81_c0f303e52f1fb32415d5.png', 'sha256': 'c0f303e52f1fb32415d5c052b156fee9de0b4e62a5dac4b9c0438c0b1cc35232', 'size': 136073, 'format': 'png', 'width': 1200, 'height': 600}, 'learning_rate_G': 0.0002, '_timestamp': 1658919367, '_runtime': 56235}.
