2022-07-25 19:28:39,305 DEBUG   MainThread:41919 [config_util.py:dict_from_config_file():102] no default config file found in config-defaults.yaml
2022-07-25 19:28:40,778 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_created():217] file/dir created: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/wandb-summary.json
2022-07-25 19:28:42,777 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:28:48,779 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:28:55,179 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:28:55,179 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:29:00,785 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:29:02,786 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:29:10,251 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:29:10,325 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:29:10,326 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:29:10,812 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:29:10,813 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/config.yaml
2022-07-25 19:29:25,448 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:29:25,449 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:29:40,573 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:29:40,573 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:29:40,820 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:29:42,176 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:29:52,824 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:29:54,824 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:29:55,720 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:29:55,720 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:30:06,828 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:30:10,843 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:30:10,844 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:30:13,652 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:30:20,832 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:30:26,000 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:30:26,000 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:30:34,836 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:30:41,154 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:30:41,154 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:30:45,174 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:30:48,840 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:30:56,293 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:30:56,293 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:31:02,845 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:31:11,452 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:31:11,452 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:31:16,730 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:31:16,857 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:31:26,588 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:31:26,588 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:31:30,862 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:31:41,865 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:31:41,865 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:31:44,869 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:31:48,402 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:31:56,873 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:31:57,008 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:31:57,008 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:31:58,873 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:32:10,876 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:32:12,146 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:32:12,146 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:32:19,951 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:32:24,880 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:32:27,301 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:32:27,301 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:32:38,884 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:32:42,448 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:32:42,448 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:32:51,434 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:32:52,888 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:32:57,719 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:32:57,719 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:33:06,892 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:33:12,850 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:33:12,850 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:33:20,896 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:33:22,975 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:33:28,011 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:33:28,012 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:33:34,900 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:33:43,138 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:33:43,139 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:33:48,905 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:33:54,537 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:33:58,321 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:33:58,321 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:34:00,908 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:34:02,909 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:34:13,452 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:34:13,452 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:34:14,912 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:34:26,119 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:34:28,576 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:34:28,576 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:34:28,916 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:34:42,922 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:34:43,696 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:34:43,697 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:34:56,926 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:34:57,696 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:34:58,818 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:34:58,818 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:35:10,931 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:35:13,948 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:35:13,948 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:35:24,935 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:35:29,110 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:35:29,110 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:35:29,857 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:35:38,939 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:35:44,860 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:35:44,860 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:35:52,943 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:36:00,074 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:36:00,074 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:36:00,892 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:36:06,947 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:36:15,213 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:36:15,214 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:36:18,951 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:36:30,340 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:36:30,340 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:36:32,601 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:36:32,955 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:36:45,516 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:36:45,516 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:36:46,959 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:37:00,659 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: stop_status
2022-07-25 19:37:00,660 DEBUG   SenderThread:41919 [sender.py:send_request():249] send_request: stop_status
2022-07-25 19:37:00,965 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:37:05,837 DEBUG   SenderThread:41919 [sender.py:send():235] send: stats
2022-07-25 19:37:06,967 INFO    Thread-10 :41919 [dir_watcher.py:_on_file_modified():230] file/dir modified: /global/u1/c/cjacobus/Nyx-TSIT/wandb/run-20220725_192839-bjvg6h7j/files/output.log
2022-07-25 19:37:18,081 DEBUG   SenderThread:41919 [sender.py:send():235] send: files
2022-07-25 19:37:18,082 INFO    SenderThread:41919 [sender.py:_save_file():947] saving file media/images/viz_65_8a9b839aa1bba5a0cbcf.png with policy now
2022-07-25 19:37:18,083 DEBUG   HandlerThread:41919 [handler.py:handle_request():141] handle_request: partial_history
